id_order,year_month,order_total_paid,product_name,product_url_img
99406125,2020-03,8.99,pack niveau 75,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/5e/7d/6b/5e7d6bde-7672-6005-7e97-10d4b346f5e1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
113373117,2020-04,5.49,gold pass,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/3e/a6/0a/3ea60ad5-903d-cd4a-87de-11ed6ecbb673/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
98284294,2020-03,2.29,offer of 10 gold bars,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/f5/39/51/f53951c1-2963-21fa-3b27-05a2b22bc34d/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/128x128bb-80.jpg
98143613,2020-04,11.99,netflix 2 ecrans - streaming illimite (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/74/87/40/74874002-f619-83d3-341a-522cc7c2f44f/App_Icon-marketing.lsr/128x128bb-80.jpg
98280925,2020-04,1.09,extra small offer,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/0a/c5/06/0ac5067c-f76a-cfe9-e714-d9d613c1b744/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/128x128bb-80.jpg
103812733,2020-03,10.99,pack maison des ouvriers,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/ac/f5/af/acf5af06-2eb9-9cc0-8be8-4cc0c14b01e1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
117571034,2020-09,21.99,tinder platinum (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/40/12/58/40125852-1169-8c51-70bb-a9a2d4a8b069/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
117697031,2020-09,15.99,netflix 4 ecrans - streaming illimite (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/13/78/76/137876de-f541-98f5-7b54-b20ceeb5beb2/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
117312527,2020-09,11.99,netflix standard (renouvellement automatique),https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/da/71/0f/da710f15-def8-3bca-a40f-0e18927bcc7d/App_Icon-marketing.lsr/128x128bb-80.jpg
117450842,2020-09,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique),https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/15/75/5d/15755d40-1bac-5c15-396d-06ad55eaf814/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
113966419,2020-09,10.99,pack niveau 125,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/04/13/c9/0413c9d8-7032-c063-4491-1e84821daff7/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
117522288,2020-09,3.49,offre speciale,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/b4/51/42/b451421c-950a-7aad-14a4-c174338d2bb1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/128x128bb-80.jpg
113167763,2020-09,5.49,pass royale,https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/99/33/29/99332913-5164-2f62-2dad-6d19e342539c/AppIcon-0-0-1x_U007emarketing-0-0-6-0-85-220.png/128x128bb-80.jpg
117351662,2020-09,6.99,abonnement mensuel disney+ (renouvellement automatique),https://is4-ssl.mzstatic.com/image/thumb/Purple124/v4/92/f7/42/92f74264-a38f-9f65-69b1-4204606e6cdb/AppIcon-1x_U007emarketing-0-7-0-0-0-85-220.png/128x128bb-80.jpg
113700193,2020-09,1.09,poignee de pieces,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/b4/17/d5/b417d5dd-e08b-dea1-4300-327238b6eae4/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/128x128bb-80.jpg
117879844,2020-09,2.29,offer of 10 gold bars,https://is4-ssl.mzstatic.com/image/thumb/Purple114/v4/22/dd/06/22dd06a1-adad-ea4d-1f28-c06b7ad381c7/AppIcon-1x_U007emarketing-0-7-0-85-220.png/128x128bb-80.jpg
114899715,2020-09,15.99,netflix 4 screens - unlimited streaming (renouvellement automatique),https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/28/e0/ac/28e0ace8-b9d9-0e38-e4c8-5274bdb960dc/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/128x128bb-80.jpg
